Sample Name	Protocol REF	Parameter Value[Post Extraction]	Parameter Value[Derivatization]	Extract Name	Protocol REF	Parameter Value[Chromatography Instrument]	Term Source REF	Term Accession Number	Parameter Value[Column model]	Parameter Value[Column type]	Labeled Extract Name	Label	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Scan polarity]	Parameter Value[Scan m/z range]	Parameter Value[Instrument]	Term Source REF	Term Accession Number	Parameter Value[Ion source]	Term Source REF	Term Accession Number	Parameter Value[Mass analyzer]	Term Source REF	Term Accession Number	MS Assay Name	Raw Spectral Data File	Protocol REF	Normalization Name	Derived Spectral Data File	Protocol REF	Data Transformation Name	Metabolite Assignment File
20080809_NIH_EWY_POS_056101	Extraction		none	20080809_NIH_EWY_POS_056101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_056101	FILES/20080809_NIH_EWY_POS_056101.CDF	Data transformation	20080809_NIH_EWY_POS_056101	FILES/20080809_NIH_EWY_POS_0561.mzML	Metabolite identification	20080809_NIH_EWY_POS_056101	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_056201	Extraction		none	20080809_NIH_EWY_POS_056201	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_056201	FILES/20080809_NIH_EWY_POS_056201.CDF	Data transformation	20080809_NIH_EWY_POS_056201	FILES/20080809_NIH_EWY_POS_0562.mzML	Metabolite identification	20080809_NIH_EWY_POS_056201	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_056301	Extraction		none	20080809_NIH_EWY_POS_056301	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_056301	FILES/20080809_NIH_EWY_POS_056301.CDF	Data transformation	20080809_NIH_EWY_POS_056301	FILES/20080809_NIH_EWY_POS_0563.mzML	Metabolite identification	20080809_NIH_EWY_POS_056301	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_056501	Extraction		none	20080809_NIH_EWY_POS_056501	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_056501	FILES/20080809_NIH_EWY_POS_056501.CDF	Data transformation	20080809_NIH_EWY_POS_056501	FILES/20080809_NIH_EWY_POS_0565.mzML	Metabolite identification	20080809_NIH_EWY_POS_056501	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_056601	Extraction		none	20080809_NIH_EWY_POS_056601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_056601	FILES/20080809_NIH_EWY_POS_056601.CDF	Data transformation	20080809_NIH_EWY_POS_056601	FILES/20080809_NIH_EWY_POS_0566.mzML	Metabolite identification	20080809_NIH_EWY_POS_056601	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_056701	Extraction		none	20080809_NIH_EWY_POS_056701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_056701	FILES/20080809_NIH_EWY_POS_056701.CDF	Data transformation	20080809_NIH_EWY_POS_056701	FILES/20080809_NIH_EWY_POS_0567.mzML	Metabolite identification	20080809_NIH_EWY_POS_056701	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_056901	Extraction		none	20080809_NIH_EWY_POS_056901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_056901	FILES/20080809_NIH_EWY_POS_056901.CDF	Data transformation	20080809_NIH_EWY_POS_056901	FILES/20080809_NIH_EWY_POS_0569.mzML	Metabolite identification	20080809_NIH_EWY_POS_056901	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_057101	Extraction		none	20080809_NIH_EWY_POS_057101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_057101	FILES/20080809_NIH_EWY_POS_057101.CDF	Data transformation	20080809_NIH_EWY_POS_057101	FILES/20080809_NIH_EWY_POS_0571.mzML	Metabolite identification	20080809_NIH_EWY_POS_057101	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_057201	Extraction		none	20080809_NIH_EWY_POS_057201	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_057201	FILES/20080809_NIH_EWY_POS_057201.CDF	Data transformation	20080809_NIH_EWY_POS_057201	FILES/20080809_NIH_EWY_POS_0572.mzML	Metabolite identification	20080809_NIH_EWY_POS_057201	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_057301	Extraction		none	20080809_NIH_EWY_POS_057301	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_057301	FILES/20080809_NIH_EWY_POS_057301.CDF	Data transformation	20080809_NIH_EWY_POS_057301	FILES/20080809_NIH_EWY_POS_0573.mzML	Metabolite identification	20080809_NIH_EWY_POS_057301	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_057501	Extraction		none	20080809_NIH_EWY_POS_057501	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_057501	FILES/20080809_NIH_EWY_POS_057501.CDF	Data transformation	20080809_NIH_EWY_POS_057501	FILES/20080809_NIH_EWY_POS_0575.mzML	Metabolite identification	20080809_NIH_EWY_POS_057501	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_057701	Extraction		none	20080809_NIH_EWY_POS_057701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_057701	FILES/20080809_NIH_EWY_POS_057701.CDF	Data transformation	20080809_NIH_EWY_POS_057701	FILES/20080809_NIH_EWY_POS_0577.mzML	Metabolite identification	20080809_NIH_EWY_POS_057701	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_057801	Extraction		none	20080809_NIH_EWY_POS_057801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_057801	FILES/20080809_NIH_EWY_POS_057801.CDF	Data transformation	20080809_NIH_EWY_POS_057801	FILES/20080809_NIH_EWY_POS_0578.mzML	Metabolite identification	20080809_NIH_EWY_POS_057801	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_057901	Extraction		none	20080809_NIH_EWY_POS_057901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_057901	FILES/20080809_NIH_EWY_POS_057901.CDF	Data transformation	20080809_NIH_EWY_POS_057901	FILES/20080809_NIH_EWY_POS_0579.mzML	Metabolite identification	20080809_NIH_EWY_POS_057901	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_058001	Extraction		none	20080809_NIH_EWY_POS_058001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_058001	FILES/20080809_NIH_EWY_POS_058001.CDF	Data transformation	20080809_NIH_EWY_POS_058001	FILES/20080809_NIH_EWY_POS_0580.mzML	Metabolite identification	20080809_NIH_EWY_POS_058001	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_058201	Extraction		none	20080809_NIH_EWY_POS_058201	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_058201	FILES/20080809_NIH_EWY_POS_058201.CDF	Data transformation	20080809_NIH_EWY_POS_058201	FILES/20080809_NIH_EWY_POS_0582.mzML	Metabolite identification	20080809_NIH_EWY_POS_058201	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_058301	Extraction		none	20080809_NIH_EWY_POS_058301	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_058301	FILES/20080809_NIH_EWY_POS_058301.CDF	Data transformation	20080809_NIH_EWY_POS_058301	FILES/20080809_NIH_EWY_POS_0583.mzML	Metabolite identification	20080809_NIH_EWY_POS_058301	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_058401	Extraction		none	20080809_NIH_EWY_POS_058401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_058401	FILES/20080809_NIH_EWY_POS_058401.CDF	Data transformation	20080809_NIH_EWY_POS_058401	FILES/20080809_NIH_EWY_POS_0584.mzML	Metabolite identification	20080809_NIH_EWY_POS_058401	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_058501	Extraction		none	20080809_NIH_EWY_POS_058501	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_058501	FILES/20080809_NIH_EWY_POS_058501.CDF	Data transformation	20080809_NIH_EWY_POS_058501	FILES/20080809_NIH_EWY_POS_0585.mzML	Metabolite identification	20080809_NIH_EWY_POS_058501	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_058601	Extraction		none	20080809_NIH_EWY_POS_058601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_058601	FILES/20080809_NIH_EWY_POS_058601.CDF	Data transformation	20080809_NIH_EWY_POS_058601	FILES/20080809_NIH_EWY_POS_0586.mzML	Metabolite identification	20080809_NIH_EWY_POS_058601	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_058701	Extraction		none	20080809_NIH_EWY_POS_058701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_058701	FILES/20080809_NIH_EWY_POS_058701.CDF	Data transformation	20080809_NIH_EWY_POS_058701	FILES/20080809_NIH_EWY_POS_0587.mzML	Metabolite identification	20080809_NIH_EWY_POS_058701	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_058801	Extraction		none	20080809_NIH_EWY_POS_058801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_058801	FILES/20080809_NIH_EWY_POS_058801.CDF	Data transformation	20080809_NIH_EWY_POS_058801	FILES/20080809_NIH_EWY_POS_0588.mzML	Metabolite identification	20080809_NIH_EWY_POS_058801	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_058901	Extraction		none	20080809_NIH_EWY_POS_058901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_058901	FILES/20080809_NIH_EWY_POS_058901.CDF	Data transformation	20080809_NIH_EWY_POS_058901	FILES/20080809_NIH_EWY_POS_0589.mzML	Metabolite identification	20080809_NIH_EWY_POS_058901	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_059001	Extraction		none	20080809_NIH_EWY_POS_059001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_059001	FILES/20080809_NIH_EWY_POS_059001.CDF	Data transformation	20080809_NIH_EWY_POS_059001	FILES/20080809_NIH_EWY_POS_0590.mzML	Metabolite identification	20080809_NIH_EWY_POS_059001	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_059101	Extraction		none	20080809_NIH_EWY_POS_059101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_059101	FILES/20080809_NIH_EWY_POS_059101.CDF	Data transformation	20080809_NIH_EWY_POS_059101	FILES/20080809_NIH_EWY_POS_0591.mzML	Metabolite identification	20080809_NIH_EWY_POS_059101	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_059201	Extraction		none	20080809_NIH_EWY_POS_059201	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_059201	FILES/20080809_NIH_EWY_POS_059201.CDF	Data transformation	20080809_NIH_EWY_POS_059201	FILES/20080809_NIH_EWY_POS_0592.mzML	Metabolite identification	20080809_NIH_EWY_POS_059201	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_059301	Extraction		none	20080809_NIH_EWY_POS_059301	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_059301	FILES/20080809_NIH_EWY_POS_059301.CDF	Data transformation	20080809_NIH_EWY_POS_059301	FILES/20080809_NIH_EWY_POS_0593.mzML	Metabolite identification	20080809_NIH_EWY_POS_059301	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_059401	Extraction		none	20080809_NIH_EWY_POS_059401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_059401	FILES/20080809_NIH_EWY_POS_059401.CDF	Data transformation	20080809_NIH_EWY_POS_059401	FILES/20080809_NIH_EWY_POS_0594.mzML	Metabolite identification	20080809_NIH_EWY_POS_059401	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_059501	Extraction		none	20080809_NIH_EWY_POS_059501	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_059501	FILES/20080809_NIH_EWY_POS_059501.CDF	Data transformation	20080809_NIH_EWY_POS_059501	FILES/20080809_NIH_EWY_POS_0595.mzML	Metabolite identification	20080809_NIH_EWY_POS_059501	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_059601	Extraction		none	20080809_NIH_EWY_POS_059601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_059601	FILES/20080809_NIH_EWY_POS_059601.CDF	Data transformation	20080809_NIH_EWY_POS_059601	FILES/20080809_NIH_EWY_POS_0596.mzML	Metabolite identification	20080809_NIH_EWY_POS_059601	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_059701	Extraction		none	20080809_NIH_EWY_POS_059701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_059701	FILES/20080809_NIH_EWY_POS_059701.CDF	Data transformation	20080809_NIH_EWY_POS_059701	FILES/20080809_NIH_EWY_POS_0597.mzML	Metabolite identification	20080809_NIH_EWY_POS_059701	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_059801	Extraction		none	20080809_NIH_EWY_POS_059801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_059801	FILES/20080809_NIH_EWY_POS_059801.CDF	Data transformation	20080809_NIH_EWY_POS_059801	FILES/20080809_NIH_EWY_POS_0598.mzML	Metabolite identification	20080809_NIH_EWY_POS_059801	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_060001	Extraction		none	20080809_NIH_EWY_POS_060001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_060001	FILES/20080809_NIH_EWY_POS_060001.CDF	Data transformation	20080809_NIH_EWY_POS_060001	FILES/20080809_NIH_EWY_POS_0600.mzML	Metabolite identification	20080809_NIH_EWY_POS_060001	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_060801	Extraction		none	20080809_NIH_EWY_POS_060801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_060801	FILES/20080809_NIH_EWY_POS_060801.CDF	Data transformation	20080809_NIH_EWY_POS_060801	FILES/20080809_NIH_EWY_POS_0608.mzML	Metabolite identification	20080809_NIH_EWY_POS_060801	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_060901	Extraction		none	20080809_NIH_EWY_POS_060901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_060901	FILES/20080809_NIH_EWY_POS_060901.CDF	Data transformation	20080809_NIH_EWY_POS_060901	FILES/20080809_NIH_EWY_POS_0609.mzML	Metabolite identification	20080809_NIH_EWY_POS_060901	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_061101	Extraction		none	20080809_NIH_EWY_POS_061101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_061101	FILES/20080809_NIH_EWY_POS_061101.CDF	Data transformation	20080809_NIH_EWY_POS_061101	FILES/20080809_NIH_EWY_POS_0611.mzML	Metabolite identification	20080809_NIH_EWY_POS_061101	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_061201	Extraction		none	20080809_NIH_EWY_POS_061201	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_061201	FILES/20080809_NIH_EWY_POS_061201.CDF	Data transformation	20080809_NIH_EWY_POS_061201	FILES/20080809_NIH_EWY_POS_0612.mzML	Metabolite identification	20080809_NIH_EWY_POS_061201	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_061301	Extraction		none	20080809_NIH_EWY_POS_061301	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_061301	FILES/20080809_NIH_EWY_POS_061301.CDF	Data transformation	20080809_NIH_EWY_POS_061301	FILES/20080809_NIH_EWY_POS_0613.mzML	Metabolite identification	20080809_NIH_EWY_POS_061301	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_061401	Extraction		none	20080809_NIH_EWY_POS_061401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_061401	FILES/20080809_NIH_EWY_POS_061401.CDF	Data transformation	20080809_NIH_EWY_POS_061401	FILES/20080809_NIH_EWY_POS_0614.mzML	Metabolite identification	20080809_NIH_EWY_POS_061401	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_061601	Extraction		none	20080809_NIH_EWY_POS_061601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_061601	FILES/20080809_NIH_EWY_POS_061601.CDF	Data transformation	20080809_NIH_EWY_POS_061601	FILES/20080809_NIH_EWY_POS_0616.mzML	Metabolite identification	20080809_NIH_EWY_POS_061601	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_061701	Extraction		none	20080809_NIH_EWY_POS_061701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_061701	FILES/20080809_NIH_EWY_POS_061701.CDF	Data transformation	20080809_NIH_EWY_POS_061701	FILES/20080809_NIH_EWY_POS_0617.mzML	Metabolite identification	20080809_NIH_EWY_POS_061701	m_MTBLS28_POS_v2_maf.tsv
