Sample Name	Protocol REF	Parameter Value[Post Extraction]	Parameter Value[Derivatization]	Extract Name	Protocol REF	Parameter Value[Chromatography Instrument]	Term Source REF	Term Accession Number	Parameter Value[Column model]	Parameter Value[Column type]	Labeled Extract Name	Label	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Scan polarity]	Parameter Value[Scan m/z range]	Parameter Value[Instrument]	Term Source REF	Term Accession Number	Parameter Value[Ion source]	Term Source REF	Term Accession Number	Parameter Value[Mass analyzer]	Term Source REF	Term Accession Number	MS Assay Name	Raw Spectral Data File	Protocol REF	Normalization Name	Derived Spectral Data File	Protocol REF	Data Transformation Name	Metabolite Assignment File
20080809_NIH_EWY_POS_037401	Extraction		none	20080809_NIH_EWY_POS_037401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_037401	FILES/20080809_NIH_EWY_POS_037401.CDF	Data transformation	20080809_NIH_EWY_POS_037401	FILES/20080809_NIH_EWY_POS_0374.mzML	Metabolite identification	20080809_NIH_EWY_POS_037401	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_037601	Extraction		none	20080809_NIH_EWY_POS_037601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_037601	FILES/20080809_NIH_EWY_POS_037601.CDF	Data transformation	20080809_NIH_EWY_POS_037601	FILES/20080809_NIH_EWY_POS_0376.mzML	Metabolite identification	20080809_NIH_EWY_POS_037601	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_037801	Extraction		none	20080809_NIH_EWY_POS_037801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_037801	FILES/20080809_NIH_EWY_POS_037801.CDF	Data transformation	20080809_NIH_EWY_POS_037801	FILES/20080809_NIH_EWY_POS_0378.mzML	Metabolite identification	20080809_NIH_EWY_POS_037801	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_037901	Extraction		none	20080809_NIH_EWY_POS_037901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_037901	FILES/20080809_NIH_EWY_POS_037901.CDF	Data transformation	20080809_NIH_EWY_POS_037901	FILES/20080809_NIH_EWY_POS_0379.mzML	Metabolite identification	20080809_NIH_EWY_POS_037901	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_038001	Extraction		none	20080809_NIH_EWY_POS_038001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_038001	FILES/20080809_NIH_EWY_POS_038001.CDF	Data transformation	20080809_NIH_EWY_POS_038001	FILES/20080809_NIH_EWY_POS_0380.mzML	Metabolite identification	20080809_NIH_EWY_POS_038001	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_038101	Extraction		none	20080809_NIH_EWY_POS_038101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_038101	FILES/20080809_NIH_EWY_POS_038101.CDF	Data transformation	20080809_NIH_EWY_POS_038101	FILES/20080809_NIH_EWY_POS_0381.mzML	Metabolite identification	20080809_NIH_EWY_POS_038101	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_038201	Extraction		none	20080809_NIH_EWY_POS_038201	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_038201	FILES/20080809_NIH_EWY_POS_038201.CDF	Data transformation	20080809_NIH_EWY_POS_038201	FILES/20080809_NIH_EWY_POS_0382.mzML	Metabolite identification	20080809_NIH_EWY_POS_038201	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_038301	Extraction		none	20080809_NIH_EWY_POS_038301	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_038301	FILES/20080809_NIH_EWY_POS_038301.CDF	Data transformation	20080809_NIH_EWY_POS_038301	FILES/20080809_NIH_EWY_POS_0383.mzML	Metabolite identification	20080809_NIH_EWY_POS_038301	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_038501	Extraction		none	20080809_NIH_EWY_POS_038501	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_038501	FILES/20080809_NIH_EWY_POS_038501.CDF	Data transformation	20080809_NIH_EWY_POS_038501	FILES/20080809_NIH_EWY_POS_0385.mzML	Metabolite identification	20080809_NIH_EWY_POS_038501	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_038701	Extraction		none	20080809_NIH_EWY_POS_038701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_038701	FILES/20080809_NIH_EWY_POS_038701.CDF	Data transformation	20080809_NIH_EWY_POS_038701	FILES/20080809_NIH_EWY_POS_0387.mzML	Metabolite identification	20080809_NIH_EWY_POS_038701	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_038801	Extraction		none	20080809_NIH_EWY_POS_038801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_038801	FILES/20080809_NIH_EWY_POS_038801.CDF	Data transformation	20080809_NIH_EWY_POS_038801	FILES/20080809_NIH_EWY_POS_0388.mzML	Metabolite identification	20080809_NIH_EWY_POS_038801	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_038901	Extraction		none	20080809_NIH_EWY_POS_038901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_038901	FILES/20080809_NIH_EWY_POS_038901.CDF	Data transformation	20080809_NIH_EWY_POS_038901	FILES/20080809_NIH_EWY_POS_0389.mzML	Metabolite identification	20080809_NIH_EWY_POS_038901	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_039001	Extraction		none	20080809_NIH_EWY_POS_039001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_039001	FILES/20080809_NIH_EWY_POS_039001.CDF	Data transformation	20080809_NIH_EWY_POS_039001	FILES/20080809_NIH_EWY_POS_0390.mzML	Metabolite identification	20080809_NIH_EWY_POS_039001	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_039101	Extraction		none	20080809_NIH_EWY_POS_039101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_039101	FILES/20080809_NIH_EWY_POS_039101.CDF	Data transformation	20080809_NIH_EWY_POS_039101	FILES/20080809_NIH_EWY_POS_0391.mzML	Metabolite identification	20080809_NIH_EWY_POS_039101	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_039201	Extraction		none	20080809_NIH_EWY_POS_039201	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_039201	FILES/20080809_NIH_EWY_POS_039201.CDF	Data transformation	20080809_NIH_EWY_POS_039201	FILES/20080809_NIH_EWY_POS_0392.mzML	Metabolite identification	20080809_NIH_EWY_POS_039201	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_039401	Extraction		none	20080809_NIH_EWY_POS_039401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_039401	FILES/20080809_NIH_EWY_POS_039401.CDF	Data transformation	20080809_NIH_EWY_POS_039401	FILES/20080809_NIH_EWY_POS_0394.mzML	Metabolite identification	20080809_NIH_EWY_POS_039401	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_039501	Extraction		none	20080809_NIH_EWY_POS_039501	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_039501	FILES/20080809_NIH_EWY_POS_039501.CDF	Data transformation	20080809_NIH_EWY_POS_039501	FILES/20080809_NIH_EWY_POS_0395.mzML	Metabolite identification	20080809_NIH_EWY_POS_039501	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_039601	Extraction		none	20080809_NIH_EWY_POS_039601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_039601	FILES/20080809_NIH_EWY_POS_039601.CDF	Data transformation	20080809_NIH_EWY_POS_039601	FILES/20080809_NIH_EWY_POS_0396.mzML	Metabolite identification	20080809_NIH_EWY_POS_039601	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_039701	Extraction		none	20080809_NIH_EWY_POS_039701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_039701	FILES/20080809_NIH_EWY_POS_039701.CDF	Data transformation	20080809_NIH_EWY_POS_039701	FILES/20080809_NIH_EWY_POS_0397.mzML	Metabolite identification	20080809_NIH_EWY_POS_039701	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_039801	Extraction		none	20080809_NIH_EWY_POS_039801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_039801	FILES/20080809_NIH_EWY_POS_039801.CDF	Data transformation	20080809_NIH_EWY_POS_039801	FILES/20080809_NIH_EWY_POS_0398.mzML	Metabolite identification	20080809_NIH_EWY_POS_039801	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_040001	Extraction		none	20080809_NIH_EWY_POS_040001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_040001	FILES/20080809_NIH_EWY_POS_040001.CDF	Data transformation	20080809_NIH_EWY_POS_040001	FILES/20080809_NIH_EWY_POS_0400.mzML	Metabolite identification	20080809_NIH_EWY_POS_040001	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_040801	Extraction		none	20080809_NIH_EWY_POS_040801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_040801	FILES/20080809_NIH_EWY_POS_040801.CDF	Data transformation	20080809_NIH_EWY_POS_040801	FILES/20080809_NIH_EWY_POS_0408.mzML	Metabolite identification	20080809_NIH_EWY_POS_040801	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_040901	Extraction		none	20080809_NIH_EWY_POS_040901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_040901	FILES/20080809_NIH_EWY_POS_040901.CDF	Data transformation	20080809_NIH_EWY_POS_040901	FILES/20080809_NIH_EWY_POS_0409.mzML	Metabolite identification	20080809_NIH_EWY_POS_040901	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_041001	Extraction		none	20080809_NIH_EWY_POS_041001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_041001	FILES/20080809_NIH_EWY_POS_041001.CDF	Data transformation	20080809_NIH_EWY_POS_041001	FILES/20080809_NIH_EWY_POS_0410.mzML	Metabolite identification	20080809_NIH_EWY_POS_041001	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_041101	Extraction		none	20080809_NIH_EWY_POS_041101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_041101	FILES/20080809_NIH_EWY_POS_041101.CDF	Data transformation	20080809_NIH_EWY_POS_041101	FILES/20080809_NIH_EWY_POS_0411.mzML	Metabolite identification	20080809_NIH_EWY_POS_041101	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_041201	Extraction		none	20080809_NIH_EWY_POS_041201	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_041201	FILES/20080809_NIH_EWY_POS_041201.CDF	Data transformation	20080809_NIH_EWY_POS_041201	FILES/20080809_NIH_EWY_POS_0412.mzML	Metabolite identification	20080809_NIH_EWY_POS_041201	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_041301	Extraction		none	20080809_NIH_EWY_POS_041301	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_041301	FILES/20080809_NIH_EWY_POS_041301.CDF	Data transformation	20080809_NIH_EWY_POS_041301	FILES/20080809_NIH_EWY_POS_0413.mzML	Metabolite identification	20080809_NIH_EWY_POS_041301	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_041401	Extraction		none	20080809_NIH_EWY_POS_041401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_041401	FILES/20080809_NIH_EWY_POS_041401.CDF	Data transformation	20080809_NIH_EWY_POS_041401	FILES/20080809_NIH_EWY_POS_0414.mzML	Metabolite identification	20080809_NIH_EWY_POS_041401	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_041501	Extraction		none	20080809_NIH_EWY_POS_041501	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_041501	FILES/20080809_NIH_EWY_POS_041501.CDF	Data transformation	20080809_NIH_EWY_POS_041501	FILES/20080809_NIH_EWY_POS_0415.mzML	Metabolite identification	20080809_NIH_EWY_POS_041501	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_041601	Extraction		none	20080809_NIH_EWY_POS_041601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_041601	FILES/20080809_NIH_EWY_POS_041601.CDF	Data transformation	20080809_NIH_EWY_POS_041601	FILES/20080809_NIH_EWY_POS_0416.mzML	Metabolite identification	20080809_NIH_EWY_POS_041601	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_041701	Extraction		none	20080809_NIH_EWY_POS_041701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_041701	FILES/20080809_NIH_EWY_POS_041701.CDF	Data transformation	20080809_NIH_EWY_POS_041701	FILES/20080809_NIH_EWY_POS_0417.mzML	Metabolite identification	20080809_NIH_EWY_POS_041701	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_041801	Extraction		none	20080809_NIH_EWY_POS_041801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_041801	FILES/20080809_NIH_EWY_POS_041801.CDF	Data transformation	20080809_NIH_EWY_POS_041801	FILES/20080809_NIH_EWY_POS_0418.mzML	Metabolite identification	20080809_NIH_EWY_POS_041801	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_041901	Extraction		none	20080809_NIH_EWY_POS_041901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_041901	FILES/20080809_NIH_EWY_POS_041901.CDF	Data transformation	20080809_NIH_EWY_POS_041901	FILES/20080809_NIH_EWY_POS_0419.mzML	Metabolite identification	20080809_NIH_EWY_POS_041901	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_042001	Extraction		none	20080809_NIH_EWY_POS_042001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_042001	FILES/20080809_NIH_EWY_POS_042001.CDF	Data transformation	20080809_NIH_EWY_POS_042001	FILES/20080809_NIH_EWY_POS_0420.mzML	Metabolite identification	20080809_NIH_EWY_POS_042001	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_042101	Extraction		none	20080809_NIH_EWY_POS_042101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_042101	FILES/20080809_NIH_EWY_POS_042101.CDF	Data transformation	20080809_NIH_EWY_POS_042101	FILES/20080809_NIH_EWY_POS_0421.mzML	Metabolite identification	20080809_NIH_EWY_POS_042101	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_042201	Extraction		none	20080809_NIH_EWY_POS_042201	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_042201	FILES/20080809_NIH_EWY_POS_042201.CDF	Data transformation	20080809_NIH_EWY_POS_042201	FILES/20080809_NIH_EWY_POS_0422.mzML	Metabolite identification	20080809_NIH_EWY_POS_042201	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_042301	Extraction		none	20080809_NIH_EWY_POS_042301	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_042301	FILES/20080809_NIH_EWY_POS_042301.CDF	Data transformation	20080809_NIH_EWY_POS_042301	FILES/20080809_NIH_EWY_POS_0423.mzML	Metabolite identification	20080809_NIH_EWY_POS_042301	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_042401	Extraction		none	20080809_NIH_EWY_POS_042401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_042401	FILES/20080809_NIH_EWY_POS_042401.CDF	Data transformation	20080809_NIH_EWY_POS_042401	FILES/20080809_NIH_EWY_POS_0424.mzML	Metabolite identification	20080809_NIH_EWY_POS_042401	m_MTBLS28_POS_v2_maf.tsv
